,name,album,artist,id,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,track_genre_split,mood_Calm,mood_Energetic,mood_Happy,mood_Sad
2113,Cake By The Ocean,DNCE,DNCE,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,0,219146,0.774,0.156,0.764,0.0,0.0383,0.912,-5.445,0.0518,118.997,4.0,4.0,"['dance pop', 'pop']",0.04835892,0.6120101,0.33333227,0.0062986403
2114,Get It Right,Get It Right,"Diplo, MØ",spotify:track:4SoXQCrPQplashFebNaUw3,53,172500,0.456,0.108,0.833,1.71e-05,0.0592,0.261,-4.242,0.0964,159.808,0.0,4.0,"['edm', 'electro house', 'moombahton', 'pop dance', 'danish pop', 'electropop', 'pop', 'pop dance']",0.043109696,0.5639685,0.38189304,0.01102881
2115,Fake It,Fake It,Sore,spotify:track:1yxq9qEfCssIhQGWJVS2rF,0,147857,0.768,0.231,0.795,0.00613,0.173,0.718,-5.569,0.141,112.059,5.0,4.0,['romanian pop'],0.0034775836,0.6932722,0.30302897,0.00022114956
2116,Wild Eyes,Wild Eyes,Darling Brando,spotify:track:5tmVLmIPoX8dqjW2oeUi98,17,182275,0.551,0.0155,0.74,0.0,0.187,0.564,-4.397,0.041,129.913,0.0,4.0,[],0.09943795,0.4645881,0.38493225,0.05104164
2117,I Don't Need A Man,PCD,The Pussycat Dolls,spotify:track:21avvmlLWna5CQMxSNDLL8,59,219093,0.77,0.048,0.954,5.3e-05,0.0691,0.743,-3.898,0.0436,105.838,10.0,4.0,"['dance pop', 'girl group', 'pop']",0.01166248,0.7453836,0.24227369,0.0006801824
2118,Hate It Or Love It,The Documentary,"The Game, 50 Cent",spotify:track:60WcXjimfbhk6T0gj1Eufg,0,206400,0.802,0.14,0.785,0.0,0.123,0.435,-4.781,0.207,99.998,9.0,4.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.00010246053,0.86156183,0.13833366,1.92925e-06
2119,Victims of Love,Good Morning Revival,Good Charlotte,spotify:track:7yFXSCTzGmwR8AYbCxmtiS,37,225200,0.654,0.0511,0.96,0.0,0.2,0.522,-2.604,0.0838,130.007,1.0,4.0,"['alternative metal', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge']",0.0053975466,0.80557966,0.18819621,0.0008267339
2121,Another Man (feat. Megan Joy) (feat. Megan Joy),Another Man (feat. Megan Joy) (feat. Megan Joy),"Itch, Megan Joy",spotify:track:4Q0aYLHFOadFypiCpv4Rb7,37,188166,0.536,0.0082,0.941,0.0,0.246,0.799,-3.8,0.117,148.06,11.0,4.0,['idol'],0.0014558771,0.61400265,0.38343138,0.0011101252
2123,Hats Off To Larry,Runaway,Del Shannon with Orchestra,spotify:track:6ZqhUFyKgHyY5zPDq4cklv,1,122733,0.497,0.711,0.528,2.74e-06,0.269,0.638,-9.933,0.043,80.048,11.0,4.0,[],0.10956291,9.628624e-05,0.47011545,0.42022547
2124,She's Got Me Dancing,She's Got Me Dancing,Tommy Sparks,spotify:track:4Tk8OVNoM281JzGsaB0bOS,0,207040,0.719,0.000825,0.874,8.12e-06,0.0919,0.813,-4.744,0.0407,112.037,2.0,4.0,[],0.030392677,0.6900411,0.2747764,0.0047897226
2125,Beautiful Liar,B'Day Deluxe Edition,"Beyoncé, Shakira",spotify:track:2HWWNoWEEEECwZhAiLg7ib,78,199853,0.764,0.00554,0.751,0.000237,0.164,0.418,-3.74,0.0703,91.977,8.0,4.0,"['pop', 'r&b', 'colombian pop', 'dance pop', 'latin pop', 'pop']",0.0020096337,0.75587034,0.24185093,0.00026902903
2126,Envy,Envy,"Twiztid, Ice Nine Kills",spotify:track:3BOsfVWlwYhXvzO4WJExEa,33,237862,0.64,0.000111,0.917,1.59e-05,0.137,0.405,-4.98,0.0473,124.964,7.0,4.0,"['horrorcore', 'rap rock', 'metalcore']",0.018263081,0.7726522,0.20371845,0.005366295
2127,Sweet but Psycho,Sweet but Psycho,Ava Max,spotify:track:25sgk305KZfyuqVBQIahim,4,187436,0.719,0.0691,0.704,0.0,0.166,0.628,-4.724,0.0476,133.002,1.0,4.0,['pop'],0.025122026,0.61395144,0.3557788,0.0051476704
2129,You're Not Sorry (Originally Performed By Taylor Swift) [Full Vocal Version],"Karaoke Taylor Swift, Vol. 1",Chart Collective,spotify:track:56wziL2jbJ7rmb9MWycZ2G,3,262112,0.627,0.35,0.4,0.0,0.048,0.22,-6.024,0.0273,134.189,6.0,4.0,[],0.32616752,0.022031924,0.035627536,0.616173
2131,Fire and the Flood,Dream Your Life Away (Deluxe Edition),Vance Joy,spotify:track:7LI1qAsZiRaIpSA7FaWLXa,0,249382,0.6,0.026,0.79,0.0,0.0959,0.345,-5.466,0.0365,115.063,5.0,4.0,"['folk-pop', 'modern rock']",0.09223175,0.6836462,0.15278761,0.071334496
2132,A Groovy Kind of Love - 2016 Remaster,The Singles (Expanded),Phil Collins,spotify:track:3BSi5qoJGLab7rn7zfmTPA,52,210346,0.456,0.414,0.243,4.45e-06,0.116,0.19,-12.19,0.0286,144.131,2.0,4.0,"['rock drums', 'soft rock']",0.4258039,0.0016377448,0.0652134,0.5073449
2133,drivers license,drivers license,Olivia Rodrigo,spotify:track:4dnmtQPnXU993aEUGp0bY8,22,242013,0.575,0.739,0.425,1.48e-05,0.112,0.15,-8.821,0.055,144.004,10.0,4.0,['pop'],0.4662351,0.00637084,0.10739932,0.41999462
2134,Call Me Maybe,Kiss (Deluxe),Carly Rae Jepsen,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,77,193400,0.783,0.0114,0.58,2.28e-06,0.108,0.66,-6.548,0.0408,120.021,7.0,4.0,"['canadian pop', 'dance pop', 'pop']",0.032197792,0.39029053,0.57176006,0.0057516224
2135,Selfish Love (with Selena Gomez),Selfish Love (with Selena Gomez),"DJ Snake, Selena Gomez",spotify:track:3XoflnowYPFRPOh3uFvHcm,63,168648,0.723,0.0206,0.646,0.352,0.0994,0.443,-7.973,0.102,110.971,5.0,4.0,"['edm', 'electronic trap', 'pop', 'pop dance', 'pop', 'post-teen pop']",0.27199644,0.27961326,0.24601406,0.2023763
2137,If Everyone Cared,All the Right Reasons (Special Edition),Nickelback,spotify:track:44w63XqGr3sATAzOnOySgF,61,218013,0.519,0.000246,0.85,0.014,0.279,0.211,-4.678,0.0354,132.022,6.0,4.0,"['alternative metal', 'canadian rock', 'post-grunge']",0.051473573,0.4994849,0.3417223,0.1073192
2138,I Love You Love Me Love,The Ultimate Gary Glitter,Gary Glitter,spotify:track:7JpNjFBrDkPQVGk3O16E8P,26,195386,0.466,0.176,0.493,0.0,0.107,0.697,-10.309,0.0589,114.563,2.0,3.0,[],0.4108093,0.0020389822,0.21032302,0.37682867
2139,Can't Hold Us Down (feat. Lil' Kim),Stripped,"Christina Aguilera, Lil' Kim",spotify:track:0cv1Mnb47oMvjVKMc2cyZw,64,255266,0.859,0.0326,0.658,0.00181,0.0651,0.538,-4.481,0.192,98.989,8.0,4.0,"['dance pop', 'pop', 'dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",0.00024172034,0.9164037,0.08335305,1.3866356e-06
2140,Can't Stop Myself from Loving You,Vanda and Young: the Official Songbook,William Shakespeare,spotify:track:4vPe6GytPedikmAy2Z2DNW,28,193040,0.471,0.0124,0.831,1.31e-05,0.201,0.662,-6.601,0.105,134.113,11.0,4.0,"['poetry', 'writing']",0.017371334,0.25687924,0.6985256,0.027223807
2141,Billy Don’t Be A Hero,Billy Don't Be A Hero,Paper Lace,spotify:track:48RP92BBNCGybHpdQ8NuIO,45,210120,0.758,0.347,0.477,0.0,0.122,0.907,-14.741,0.138,119.507,0.0,4.0,"['bubblegum pop', 'classic uk pop']",0.17585646,0.08990236,0.6940867,0.04015451
2143,Stay Awake,A Place We Knew,Dean Lewis,spotify:track:6HZLMsw7ZdObf3Jk7lKAMX,0,185546,0.727,0.311,0.797,4.27e-05,0.0922,0.6,-7.956,0.0454,106.033,11.0,4.0,"['australian pop', 'pop']",0.18533505,0.04296102,0.7527531,0.018950798
2144,Rock It,Midnight Remember,Little Red,spotify:track:2uVvdA2rIdY1kSO1khtEkg,0,210160,0.718,0.0582,0.532,1.8e-06,0.0918,0.934,-4.132,0.0298,106.945,5.0,4.0,['australian indie'],0.18425155,0.10224851,0.69327897,0.02022095
2145,Kiss My Fat Ass,Kiss My Fat Ass,Sheppard,spotify:track:2wqXDTsbW8Rm6LFE9FAKBE,23,175950,0.926,0.268,0.766,2.03e-06,0.074,0.741,-4.774,0.182,139.958,2.0,4.0,"['australian indie', 'folk-pop']",0.00041416645,0.8071262,0.19245347,6.156343e-06
2147,Live Like You Were Dying,Live Like You Were Dying,Tim McGraw,spotify:track:7B1QliUMZv7gSTUGAfMRRD,73,300333,0.416,0.492,0.546,0.0,0.0845,0.418,-7.728,0.0297,159.929,7.0,4.0,"['contemporary country', 'country', 'country road']",0.32704878,0.007250141,0.02084595,0.6448551
2148,April Sun In Cuba,Sunshine To Rain,Dragon,spotify:track:6YnUxW8CtOnI6mp3oh61Gr,0,227373,0.743,0.232,0.779,2.07e-06,0.058,0.749,-6.076,0.0325,118.746,1.0,4.0,"['australian rock', 'kiwi rock']",0.11989595,0.5764622,0.2632556,0.04038634
2149,This City,This City,Sam Fischer,spotify:track:3H3r2nKWa3Yk5gt8xgmsEt,78,194853,0.605,0.733,0.377,0.0,0.0808,0.519,-6.213,0.0443,73.877,11.0,4.0,"['australian pop', 'singer-songwriter pop']",0.62959844,8.629488e-05,0.15464556,0.2156697
2150,Eenie Meenie,Eenie Meenie,"Sean Kingston, Justin Bieber",spotify:track:4vVTI94F9uJ8lHNDWKv0i2,78,201946,0.72,0.0543,0.607,0.0,0.113,0.828,-4.168,0.0322,121.223,1.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'canadian pop', 'pop']",0.049782842,0.4870538,0.44822136,0.014941958
2151,She Will Be Loved,Songs About Jane,Maroon 5,spotify:track:5s5t0OFg9lIlBFaCI14K1i,0,257133,0.524,0.0567,0.711,0.0,0.134,0.539,-5.494,0.0405,203.867,0.0,4.0,['pop'],0.3354472,0.0893944,0.2160823,0.35907602
2152,Goose Bumps,70 Hits of the '70s,Christie Allen,spotify:track:6yKAFC2fj8HLSSmjHddqxb,23,169449,0.741,0.136,0.8,1.15e-06,0.113,0.954,-4.746,0.0567,119.74,9.0,4.0,[],0.03718362,0.24717854,0.71092385,0.004713956
2153,Chasing Fire,Chasing Fire,Lauv,spotify:track:1xy4apMFecGGkgBeaHFZ2M,0,205267,0.709,0.0449,0.562,0.0,0.217,0.386,-4.864,0.0724,125.965,5.0,4.0,['pop'],0.0049273465,0.60992527,0.3832562,0.0018912234
2154,What Other People Say,What Other People Say,"Sam Fischer, Demi Lovato",spotify:track:6q0nQKF0fNb34ntUUE4p9b,39,194890,0.646,0.16,0.487,0.0,0.155,0.221,-8.262,0.0404,126.931,7.0,4.0,"['australian pop', 'singer-songwriter pop', 'pop', 'post-teen pop']",0.087388955,0.1817603,0.652594,0.07825679
2155,Sad Eyes - Remastered 2002,Classic Masters,Robert John,spotify:track:3w3rLh6wmne91BS2rwgcog,59,253213,0.431,0.599,0.463,0.00282,0.132,0.687,-7.342,0.0268,107.19,0.0,3.0,[],0.3724566,0.003125487,0.045735862,0.5786821
2156,Arthur's Theme (Best That You Can Do),80s Love,Christopher Cross,spotify:track:7JrliUN3sfsROFTiczOIII,54,233720,0.463,0.157,0.663,2.22e-06,0.107,0.519,-7.994,0.0382,136.488,9.0,4.0,"['mellow gold', 'soft rock', 'yacht rock']",0.40231207,0.019504067,0.2726955,0.30548835
2158,Lovefool,Lovefool,twocolors,spotify:track:51Of5p3lKZeOg6itfs4og4,73,190487,0.677,0.0219,0.766,6.81e-06,0.129,0.198,-6.896,0.0568,123.062,6.0,4.0,"['edm', 'pop dance', 'pop edm']",0.015043398,0.70750284,0.27438104,0.0030726923
2159,Die Another Day,Celebration (double disc version),Madonna,spotify:track:4NvgRMckw4uzjNn2t7taPe,42,276986,0.788,0.0681,0.777,0.00194,0.11,0.427,-6.213,0.0844,123.994,0.0,4.0,"['dance pop', 'pop']",0.008085183,0.83484596,0.15644105,0.0006277374
2161,Don't It Make My Brown Eyes Blue,Crystal Gayle: The Hits,Crystal Gayle,spotify:track:0d8U9eJajtUmiJVXbIO624,49,157933,0.675,0.714,0.49,0.000313,0.113,0.353,-7.818,0.0395,84.409,6.0,4.0,"['classic country pop', 'country', 'country rock', 'soft rock']",0.51763,0.00252501,0.25445464,0.22539036
2162,Rewrite The Stars,Rewrite The Stars,"Zac Efron, Zendaya",spotify:track:630sXRhIcfwr2e4RdNtjKN,76,217440,0.684,0.0716,0.619,0.0,0.122,0.284,-7.005,0.0386,125.046,10.0,4.0,"['hollywood', 'movie tunes', 'post-teen pop', 'pop', 'post-teen pop']",0.03220495,0.41492358,0.5386655,0.014206068
2163,Angel Eyes,One Determined Heart,Paulini,spotify:track:7DY005dTZhZjHBCpi09apk,25,241440,0.478,0.544,0.582,0.0,0.103,0.211,-5.318,0.0299,127.902,5.0,4.0,"['australian pop', 'australian talent show']",0.1831386,0.04874601,0.026414035,0.74170125
2165,Elevation,U218 Singles (Deluxe Version),U2,spotify:track:3RUzUqLL2jGYVM1iod8aW6,0,227106,0.577,0.00109,0.836,0.00033,0.0516,0.345,-7.191,0.0374,110.035,9.0,4.0,"['irish rock', 'permanent wave', 'rock']",0.14871642,0.6568605,0.14856867,0.04585436
2166,You,The Way The World Looks,Wesley Dean,spotify:track:5VEIFw7vtAAyM0s3vr2ROd,28,198520,0.613,0.000152,0.763,0.0,0.139,0.585,-2.899,0.0727,120.011,0.0,4.0,['australian pop'],0.02030867,0.602007,0.3731898,0.0044945
2167,Flip A Switch. (feat. Coi Leray) - Remix,Flip A Switch. (feat. Coi Leray) [Remix],"RAYE, Coi Leray",spotify:track:72b7GzsnUAjsk5I56hLkjp,66,201360,0.697,0.0422,0.538,2.95e-05,0.208,0.49,-5.826,0.0455,94.049,1.0,4.0,"['uk contemporary r&b', 'uk pop', 'new jersey underground rap', 'trap queen']",0.046251178,0.4688479,0.46127072,0.02363012
2168,Magnets,Caracal (Deluxe),"Disclosure, Lorde",spotify:track:7nRmfGNhHKEEu5o8yFXLXt,67,199245,0.704,0.0626,0.628,1.49e-06,0.103,0.654,-7.882,0.162,92.005,10.0,4.0,"['edm', 'house', 'indietronica', 'uk dance', 'art pop', 'metropopolis', 'nz pop', 'pop']",0.0059905453,0.7624711,0.23122795,0.0003105291
2169,The Best We Got,The Rubens,The Rubens,spotify:track:468JfxVVGA2K9vnXjhCs1B,0,234710,0.384,0.0115,0.918,2.62e-05,0.0986,0.573,-4.33,0.0388,190.069,9.0,4.0,['australian indie'],0.2160102,0.15011072,0.40745023,0.22642891
2171,Just A Dream,5.0,Nelly,spotify:track:3ZdJffjzJWFimSQyxgGIxN,78,237800,0.531,0.0421,0.752,0.0,0.12,0.103,-6.161,0.0305,89.917,1.0,4.0,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",0.19885556,0.33761212,0.03728344,0.42624873
2172,You Right,Planet Her,"Doja Cat, The Weeknd",spotify:track:4bxSyy1KxkGEfPQMIXFLWO,49,186173,0.838,0.0156,0.617,0.00205,0.084,0.427,-6.462,0.0513,129.01,8.0,4.0,"['dance pop', 'pop', 'canadian contemporary r&b', 'canadian pop', 'pop']",0.009595682,0.68781245,0.30201858,0.00057328085
2174,Baby,My Worlds (International Version),"Justin Bieber, Ludacris",spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,0,213973,0.73,0.0494,0.848,0.0,0.133,0.559,-5.262,0.101,65.025,5.0,4.0,"['canadian pop', 'pop', 'atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.006822121,0.7220038,0.2706763,0.0004978188
2175,Runaway '67 - Remastered 2006,Home And Away (Expanded Edition),Del Shannon,spotify:track:0y7VF4SwgGZinlLn6Q7Pld,16,207506,0.614,0.585,0.722,0.000117,0.102,0.784,-6.113,0.027,108.464,2.0,4.0,"['doo-wop', 'rock-and-roll', 'rockabilly']",0.4553965,0.04076541,0.2208093,0.28302875
2179,Curiosity Killed The Cat - 2002 Digital Remaster,The Definitive Collection,Little River Band,spotify:track:3YrdBFshJAKumZ4SKNXbPf,0,221200,0.722,0.0343,0.605,0.0,0.0602,0.784,-10.165,0.0366,97.13,4.0,4.0,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",0.30525225,0.039265014,0.5811411,0.07434145
2180,The Nips Are Getting Bigger - Remastered,Essential As Anything,Mental As Anything,spotify:track:4s4r3ItsNHGJ1K8pHC2Dv1,0,200800,0.822,0.0332,0.863,0.0229,0.142,0.961,-5.327,0.0811,150.116,7.0,4.0,['australian rock'],0.006883535,0.6421434,0.35049948,0.00047351778
2182,Matter Of Time,Anthology,Sherbet,spotify:track:0u0uy6TFMVyJontccvn8Io,0,179213,0.57,0.0124,0.815,0.00871,0.0834,0.926,-5.372,0.0322,121.726,9.0,4.0,['australian rock'],0.18624303,0.2945065,0.48452386,0.034726653
2183,Centuries,American Beauty/American Psycho,Fall Out Boy,spotify:track:04aAxqtGp5pv12UXAg4pkq,84,228360,0.393,0.00359,0.858,0.0,0.102,0.56,-2.868,0.0729,176.042,4.0,4.0,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",0.048288256,0.5091115,0.3893727,0.05322755
2184,Million Years Ago,25,Adele,spotify:track:7HRKXaKzzApunJUIOjMAup,0,227065,0.72,0.742,0.274,0.0,0.11,0.179,-7.623,0.0276,105.921,1.0,4.0,"['british soul', 'pop', 'pop soul', 'uk pop']",0.31662497,0.0031840727,0.031753894,0.648437
2185,Gorgeous,reputation,Taylor Swift,spotify:track:7ut4Y7gxOFe3d3rLJQ7i5w,0,209680,0.8,0.0713,0.535,9.48e-06,0.213,0.451,-6.684,0.135,92.027,7.0,4.0,['pop'],0.0018005688,0.68348306,0.31455693,0.000159436
2186,Apache,Atlantic 60th: Instrumental Jams,Jørgen Ingmann,spotify:track:0FKNRNN2mcY9dBjenoxbeY,33,175520,0.644,0.894,0.492,0.922,0.117,0.248,-13.646,0.0468,129.089,9.0,4.0,['dansktop'],0.43016362,0.23105595,0.0115953125,0.32718506
2187,Lights Down Low,Lights Down Low,Jessie James Decker,spotify:track:4idnt3XfyN98uq16wPW70d,0,197946,0.527,0.312,0.924,7.05e-06,0.199,0.849,-4.178,0.11,169.967,4.0,4.0,['contemporary country'],0.023624854,0.5818742,0.37907833,0.0154226525
2189,Blue Velvet,Collections,Bobby Vinton,spotify:track:23OtRgjYavgOHteRMffcPs,47,167213,0.38,0.789,0.2,1.45e-06,0.176,0.241,-10.825,0.0296,80.188,10.0,4.0,"['adult standards', 'bubblegum pop', 'doo-wop', 'easy listening', 'rock-and-roll', 'rockabilly']",0.44436848,6.694388e-06,0.096772656,0.45885217
2190,Landslide,The Essential The Chicks,The Chicks,spotify:track:65nCVhtlWYUzNvcM1MYp4l,54,228480,0.574,0.569,0.4,6.19e-06,0.164,0.512,-8.387,0.0273,146.018,2.0,4.0,"['contemporary country', 'country', 'country dawn']",0.39712027,0.017692579,0.12404971,0.4611375
2191,Case Of You,Mr. Houston,Marques Houston,spotify:track:6UzY8j3BZhet7umydPmPpI,14,251986,0.437,0.016,0.671,0.0,0.0618,0.774,-5.626,0.403,160.519,9.0,4.0,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.00011987038,0.9491323,0.050747126,7.180479e-07
2192,It Feels So Good,I Am Happy,Sonique,spotify:track:4C35Vx32FJvaMzHwTZhT48,0,237653,0.642,0.0118,0.638,0.000982,0.14,0.599,-8.321,0.0303,134.994,5.0,4.0,[],0.2098823,0.13228501,0.59382516,0.06400761
2193,All Time Low,The Human Condition,Jon Bellion,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,70,217603,0.617,0.0584,0.567,0.0,0.0933,0.505,-4.188,0.0828,90.246,0.0,4.0,['indie pop rap'],0.062226146,0.55918515,0.36503106,0.013557554
2195,Circus,Circus (Deluxe Version),Britney Spears,spotify:track:7jk7gqyEonmVVYahZN5zhW,78,192360,0.791,0.147,0.733,0.000381,0.0713,0.761,-5.215,0.052,114.98,6.0,4.0,"['dance pop', 'pop']",0.021500008,0.602152,0.37368208,0.002665872
2196,On Your Side,On Your Side,The Veronicas,spotify:track:7mTgsbq7n8jgnwLswpgugB,48,171693,0.594,0.0863,0.78,0.0,0.202,0.359,-5.876,0.0735,100.019,7.0,4.0,"['australian pop', 'candy pop', 'dance pop', 'girl group', 'post-teen pop']",0.013343416,0.57806206,0.39827698,0.0103175435
2197,I Fall Apart,Stoney (Deluxe),Post Malone,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,83,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95,8.0,4.0,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.029905546,0.26443964,0.5471099,0.1585449
2201,Mouldy Old Dough,The Greatest Hits,Lieutenant Pigeon,spotify:track:1CRtPEP5cePJIhlsjvwj8F,37,167813,0.735,0.192,0.522,0.591,0.0787,0.925,-9.434,0.033,107.704,11.0,4.0,"['classic uk pop', 'novelty']",0.3847702,0.26126447,0.070457,0.28350824
2202,Changing,The Search for Everything - Wave One,John Mayer,spotify:track:0GWS6wkQrqZd0BAhq28haq,36,213933,0.349,0.62,0.338,0.00799,0.128,0.391,-7.793,0.0292,182.842,0.0,3.0,"['neo mellow', 'singer-songwriter']",0.37435833,0.0868142,0.19962728,0.33920008
2204,New Romantics,1989 (Deluxe),Taylor Swift,spotify:track:3KhIpPRbkjr3p1eJkD51dj,0,230466,0.633,0.00463,0.889,0.000458,0.0658,0.584,-5.87,0.0715,121.956,5.0,4.0,['pop'],0.027979905,0.7456508,0.22163363,0.0047356687
2205,She's A Genius,Shaka Rock,Jet,spotify:track:3oFBDkFIPoTlSQ1C2KRFSv,0,178840,0.503,0.0221,0.952,9.73e-06,0.112,0.552,-2.406,0.149,152.215,9.0,4.0,"['garage rock', 'modern rock', 'pop rock']",0.00065987563,0.7426664,0.25652087,0.00015286251
2206,Breezeblocks,An Awesome Wave,alt-J,spotify:track:2SAfwYPXsqAolJYlDNiMrM,0,227080,0.609,0.11,0.642,0.000986,0.172,0.296,-7.337,0.0341,150.087,5.0,4.0,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",0.10570667,0.34099683,0.4097814,0.14351507
2207,Little Wonders,Little Wonders,Rob Thomas,spotify:track:6j6bTAiW0oEfLlAjmRNcbb,61,224720,0.163,0.0286,0.616,0.0,0.0826,0.33,-9.996,0.044,81.993,9.0,4.0,"['neo mellow', 'pop rock', 'post-grunge']",0.43626556,0.0008553531,0.04463485,0.5182443
2208,Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,spotify:track:3PPDUkGHUJx2bxct6A3PBy,0,242893,0.604,0.0853,0.614,0.00403,0.108,0.592,-7.087,0.0317,129.137,9.0,4.0,['classic rock'],0.36989775,0.08894505,0.46851897,0.0726382
2210,Tossin' And Turnin',Tossin' and Turnin',Bobby Lewis,spotify:track:79s3pSe1u6ggQBEwVPm58Z,42,159640,0.569,0.225,0.722,0.0,0.108,0.965,-8.914,0.0393,142.736,0.0,4.0,"['doo-wop', 'rhythm and blues']",0.42180097,0.02678321,0.42847455,0.12294124
2211,Thank You for the Broken Heart,12+,J Rice,spotify:track:1aBO5KPwxqLESNTTJBR6VP,53,231995,0.704,0.178,0.587,0.0,0.105,0.282,-6.553,0.0441,119.933,8.0,4.0,"['antiviral pop', 'pixel', 'viral pop']",0.04535972,0.54655415,0.3916623,0.016423749
2213,Hush Hush; Hush Hush,Doll Domination (Revised International Version),The Pussycat Dolls,spotify:track:27BJvohzeadNRclYHPV3Gl,0,253600,0.634,0.062,0.796,0.0,0.265,0.613,-4.11,0.0626,129.438,10.0,4.0,"['dance pop', 'girl group', 'pop']",0.00804246,0.55262953,0.43290782,0.006420159
2215,How You Remind Me,Silver Side Up,Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,83,223840,0.446,0.00135,0.764,0.0,0.099,0.543,-5.042,0.033,172.094,10.0,4.0,"['alternative metal', 'canadian rock', 'post-grunge']",0.21841814,0.06367659,0.54081786,0.17708741
2216,Money,Money,Abz Winter,spotify:track:1ACwzRhtfLRd260g7gScn1,1,224000,0.637,0.387,0.463,1.29e-06,0.0835,0.0962,-9.169,0.0436,118.014,1.0,4.0,[],0.37137973,0.043200966,0.053608853,0.5318104
2217,Sword from the Stone - Gingerbread Mix,Sword from the Stone,Passenger,spotify:track:5XUepCFbKSBbY2EALIEnyb,40,168940,0.562,0.211,0.704,6.86e-06,0.173,0.367,-5.741,0.0349,82.532,3.0,4.0,"['folk-pop', 'neo mellow']",0.1583652,0.11969054,0.31760395,0.40434027
2218,Goodbye Town,"Golden (Netherlands, Norway, Germany, Austria, Switzerland, Belgium Version)",Lady A,spotify:track:5glsQR5zCwb6wQ2IC0fDjB,0,288800,0.678,0.165,0.72,5.73e-06,0.114,0.538,-6.034,0.027,95.027,4.0,4.0,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",0.31444767,0.107894756,0.16893853,0.40871897
2219,Washington Square,Washington Square,The Village Stompers,spotify:track:5DNPJB8pyDiIQq1wmi46BQ,25,159347,0.778,0.565,0.269,0.0632,0.279,0.774,-13.433,0.0491,120.112,4.0,4.0,[],0.34763086,0.07897255,0.32660997,0.2467866
2220,"thank u, next","thank u, next",Ariana Grande,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,84,207320,0.717,0.229,0.653,0.0,0.101,0.412,-5.634,0.0658,106.966,1.0,4.0,['pop'],0.03873378,0.6178705,0.33392018,0.009475627
2221,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,spotify:track:2l8w0zZVn4AZNuzrht7MRT,54,252534,0.475,0.247,0.606,0.0,0.125,0.282,-6.646,0.0346,94.994,8.0,4.0,"['indietronica', 'metropopolis', 'pop', 'uk pop']",0.20859966,0.02135343,0.045946896,0.7241
2224,Fall Together,Thick As Thieves (Deluxe Edition),The Temper Trap,spotify:track:1LrHFYVluf4z6RFcHrNSl6,0,200223,0.509,0.000335,0.891,0.0155,0.13,0.628,-6.022,0.0626,170.014,8.0,4.0,"['indietronica', 'modern rock']",0.10482083,0.41828525,0.43864337,0.03825049
2225,Lay Me Down,Lay Me Down,"Sam Smith, John Legend",spotify:track:5Nbe9vDQ1YJdreVIlhZEpP,0,219662,0.463,0.915,0.198,0.0,0.106,0.369,-11.003,0.0387,123.63,4.0,4.0,"['pop', 'uk pop', 'neo soul', 'pop', 'pop soul', 'urban contemporary']",0.44529852,0.00014024599,0.06282296,0.49173826
2227,"Oh, Babe What Would You Say",Don't Let It Die: The Very Best Of Hurricane Smith,Hurricane Smith,spotify:track:43lIZyasGrMA0cT82q7lzJ,40,209120,0.371,0.603,0.587,5.82e-06,0.12,0.602,-7.111,0.0319,151.597,0.0,4.0,['classic uk pop'],0.3558239,0.039215825,0.10056374,0.50439644
